artist,song,text,polarity,mood
Leonard Cohen,The Marriage March,"( written by cohen , perform in `` night magic '' ) ( everyon ) the whole work hold it 's breath again the marriag ring it shine the billionth trillionth walk begin as anoth world sigh sight and best of wish and a silenc you can hear the vow that break the world are spoke and the whole world shed a tear ( beggar ) out of the joy of your marriag feast o brother be good to me the way is long and the shrine is far where my weari feet would be and feast is alway somewhat sad to those outsid the door still love is onli a dream and life itself is hardli more ( everyon ) the human compani draw close and lend an ear the vow that break the world are spoke as the whole world shed a tear the vow that break the world and the whole world shed a tear",0.3107142857142858,romantic
Phish,Sleeping Monkey,"oh , the peopl would come from far and away they 'd danc all night 'till the break of day when the caller would holler `` do-si-do '' you knew uncl pen wa readi to go late in the even about sun down high on the hill and abov the town uncl pen play the fiddl , lord a how it 'd ring you could hear it talk , you could hear it sing oh , he play an old piec he call 'soldier 's joy ' and he had one he call 'boston boy ' the greatest of all wa 'ginni lyn ' to me that 's where the fiddlin ' begin [ choru : ] oh , i 'll never forget that mourn day when uncl pen wa call away they hung up hi fiddl , they hung up hi bow you knew it wa time for him to go [ choru : ]",0.3004938271604938,romantic
Howard Jones,Learning How To Love,creep through your bedroom door just after all the light go out feel the warmth of your bodi and the sweet of your mouth set the alarm again for 5 am uneasi sleep will soon be follow creep back to my own bed again i will see you in our uneasi morn choru learn how to love learn how to love learn how to love learn how to love sit down at breakfast time a silenc alway fill the air mani thing that should be said are end in a vacant stare and they know just what is go on but make us feel like we are crimin our onli wish is learn how to love just a small word would make us feel it 's natur set the alarm again for 5 am uneasi sleep will soon be follow creep back to my own bed again i will see you in our uneasi morn,0.3111111111111111,romantic
Perry Como,If,"if they made me a king , i 'd be but a slave to you if i had everyth , i 'd still be a slave to you if i rule the night , star and moon so bright still , i 'd turn for light to you if the world to me bow yet humbl , i 'd flee to you if my friend were a crowd , i 'd turn in my need to you if i rule the earth , what would life be worth if i had n't the right to you if i rule the night , star and moon so bright still , i 'd turn for light to you if the world to me bow yet humbl , i 'd flee to you if my friend were a crowd , i 'd turn in my need to you if i rule the earth , what would life be worth if i had n't the right to you",0.4214285714285714,romantic
Quiet Riot,Tin Soldiers,"i 'm ... a littl tin soldier that want to jump into the fight ye you , you 're a look in your eye , a dream pass by in the sky now i do n't understand but all i need is treat me like a man 'caus i ai n't no child , take me like i am . i 've got to know i 'm in love with you do anyth that you want me to sing ani song that you want me to sing to you all i need , is your whisper `` hello '' , smile melt from your window your eye , are deeper than time , sail on that with the breez so now i 've lost my way i need help to show me thing to say give me your love , befor love fade away i 've got to know i 'm in love with you do anyth that you want me to sing ani song that you want me to sing it to you i do n't need no ... compens and i just got to beg you , listen i just got to beg you i 've got to know i 'm in love with you do anyth that you want me to sing ani song that you want me to sing it to you ( watch out ) i just want some reaction someon to give me satisfact all i 've got ta to do is stay next to you some reaction a littl bit of satisfact all i 'm gon na do is get next to you i 've got to know i 'm in love with you do anyth that you want me to sing ani song that you want me to sing it to you i 've got to know i 'm in love with you ( ye i am ) do anyth that you want me to ( i 'm gon na sing her a song ) sing ani song that you want me to ( right on ta you ) sing it to you ( yeah yeah ) i 've got to know i 'm in love with you ( ye i do ) do anyth that you want me to sing ani song that you want me to sing it to you",0.3821428571428571,romantic
Uriah Heep,Sunrise,"sunris and the new day 's breakin ' through the morn of anoth day without you and as the hour roll by no-on 's there to see me cri except the sunris the sunris and you tire eye drift across the shore look for love and noth more but as the sea roll by no-on 's there to see me cri except the sunris the sunris and you sunris bless my eye catch my soul make me whole again sunris , new day hear my song i 'm tire of fightin ' and foolin ' around but from now on till who know when my sword will be my friend and i 'll love you , love you for all of my time",0.3532467532467532,romantic
Xscape,What Can I Do?,"my man done left me on a midnight train , he said he wa n't think of ever come back again . he told me he want me to find somebodi els , he done left me here all by myself . tell me ... what can i do ? what , i 'm still in love with you . tell me what can i do ? what , i 'm still in love with you babi . when it first start it wa all good , the thing you done to me i never thought that you would . did n't give me a reason whi it had to end , i ca n't believ you left me for anoth ladyfriend . you know i 've been search for someon , who could share that special love with me . i thought you wa the one , i gave my trust to you , i 'm such a fool , i want you back , tell me what am i to do ? what can i do ? what , i 'm still in love with you . tell me what can i do ? what , i 'm still in love with you babi . i 'm sit by the phone , all alon , tell me what can i do , tell me , tell me ... what can i do ? what , i 'm still in love with you . tell me what can i do ? what , i 'm still in love with you babi . what can i do ? what , i 'm still in love with you . tell me what can i do ? what , i 'm still in love with you babi .",0.3226190476190476,romantic
Who,Is It In My Head,"i see a man without a problem i see a countri alway starv , i hear the music of a heartbeat , i walk , and peopl turn and laugh . is it in my head is it in my head is in my head here at the start ? is it in my head is it in my head is it in my head , or in my heart ? i pick up phone and hear my histori . i dream of all the call i miss . i tri to number those who love me , and find exactli what the troubl is . is it in my head etc . i feel i 'm be follow , my head is empti yet everi word i say turn out a sentenc . make love to a stranger just ask for direct turn from be help to be question . i see a man without a problem .",0.35,romantic
Planetshakers,It's All About Jesus,"it 's all about jesu it 's all about the way he chang our live it 's all about jesu the power of hi blood ca n't be deni it 's all about jesu it 's all about the coven he made it 's all about jesu victori he rose up from the grave we lift our heart to him he is the reason that we sing hallelujah , hallelujah , hallelujah , we prais your name it 's all about jesu it 's all about the way he set us free it 's all about jesu bear all our sin at calvari it 's all about jesu it 's all about the gift of love he gave it 's all about jesu the preciou lamb of god wa slain we lift our heart to him he is the reason that we sing hallelujah , hallelujah , hallelujah we prais your name hallelujah , hallelujah , hallelujah we prais your name we lift our heart to him he is the reason that we sing hallelujah , hallelujah , hallelujah we prais your name hallelujah , hallelujah , hallelujah we prais your name hallelujah , hallelujah , hallelujah we prais your name hallelujah , hallelujah , hallelujah we prais your name",0.409090909090909,romantic
Red Hot Chili Peppers,Can't Stop,ca n't stop addict to the shindig cop top he say i 'm gon na win big choos not a life of imit distant cousin to the reserv defunkt the pistol that you pay for thi punk the feel that you stay for in time i want to be your best friend east side love is live on the west end knock out but boy you better come to do n't die you know the truth is some do go write your messag on the pavement burn so bright i wonder what the wave meant white heat is scream in the jungl complet the motion if you stumbl go ask the dust for ani answer come back strong with 50 belli dancer [ choru ] the world i love the tear i drop to be part of the wave ca n't stop ever wonder if it 's all for you the world i love the train i hop to be part of the wave ca n't stop come and tell me when it 's time to sweetheart is bleed in the snow cone so smart she 's lead me to ozon music the great commun use two stick to make it in the natur i 'll get you into penetr the gender of a gener the birth of everi other nation worth your weight the gold of medit thi chapter 's go to be a close one smoke ring i know your go to blow one all on a spaceship persev use my hand for everyth but steer ca n't stop the spirit when they need you mop top are happi when they feed you j. butterfli is in the treetop bird that blow the mean into bebop the world i love the tear i drop to be part of the wave ca n't stop ever wonder if it 's all for you the world i love the train i hop to be part of the wave ca n't stop come and tell me when it 's time to wait a minut i 'm pass out win or lose just like you far more shock than anyth i ever knew how about you ten more reason whi i need somebodi new just like you far more shock than anyth i ever knew right on cue ca n't stop addict to the shindig chop top he say i 'm gon na win big choos not a life of imit distant cousin to the reserv defunkt the pistol that you pay for thi punk the feel that you stay for in time i want to be your best friend east side love is live on the west end knock out but boy you better come to do n't die you know the truth is some do go write your messag on the pavement burn so bright i wonder what the wave meant kick start the golden gener sweet talk but do n't intimid her ca n't stop the god from engin feel no need for ani interf your imag in the dictionari thi life is more than ordinari can i get two mayb even three of these come from space to teach you of the plied ca n't stop the spirit when they need you thi life is more than just a read through,0.3739755509641874,romantic
Cliff Richard,Bachelor Boy,when i wa young my father said 'son i have someth to say ' and what he told me i 'll never forget until my die day [ choru : ] he said son you are a bachelor boy and that 's the way to stay son you 'll be a bachelor boy until your die day when i wa 16 i fell in love with a girl as sweet as can be but i rememb just in time what my daddi said to me [ choru ] as time goe by i probabl will meet a girl and fall in love then i 'll get marri have a wife and a child and they 'll be my turtl dove but until then i 'll be a bachelor boy and that 's the way i 'll stay happi to be a bachelor boy until my die day,0.39,romantic
Bing Crosby,Sweet Is The Word For You,"sweet you in the moonlight sweet is the word for you for all that you have done for me the one for me is you sweet you in the starlight sweet is the word for you but all the star that glow abov seem to know of my love for you becaus of you the wind is wine tonight my heart sing with ev'ri beat are you a dream here in the moonlight , sweet is the word for you and yet you seem divin tonight , you 're mine tonight my sweet",0.3714285714285714,romantic
Joni Mitchell,The Arrangement,"you could have been more than a name on the door on the thirty-third floor in the air more than a credit card swim pool in the backyard while you still have the time you could get away and find a better life , you know the grind is so ungrat race car , whiskey bar no one care who you realli are you 're the keeper of the card ye i know it get hard keep the wheel turn and the wife she keep the key she is so pleas to be a part of the arrang you could have been more than a name on the door on the thirty-third floor in the air more than a consum lie in some roam tri to die more than a credit card swim pool in the backyard you could have been more than a name on the door you could have been more than a name on the door you could have been more you could have been more you could have been more",0.4006410256410256,romantic
Oasis,Better Man,"i want to love you i want to be a better man i do n't want to hurt you i just want to see what 's in your hand well all right now , yeah yeah yeah well all right now , yeah yeah yeah ah and i know you 'll understand ah and i know you 'll understand i want to love you i want to be a better man i do n't want to hurt you i just want to see what 's in your hand well all right now , yeah yeah yeah well all right now , yeah yeah yeah ah and i know you 'll understand ah and i know you 'll understand i want to be a better man i want to be a better man i want to be a better man i want to be a better man i want to be a better man i want to be a better man i want to be a better man i want to be a better man yeah ! ah yeah ! ah",0.4640066964285714,romantic
Norah Jones,Why Can't He Be You,"he take me to the place you and i use to go he tell me over and over that he love me so he give me love that i never got from you he love me too , hi love is true whi ca n't he be you he never fail to call and tell me i 'm on hi mind and i 'm lucki to have such a guy , i hear it all the time and he doe all the thing that you would never do he love me too , hi love is true whi ca n't he be you he 's not the one who domin my mind and soul and i should love him so 'caus he love me , i know but hi kiss leav me cold he send me flower , call on the hour , just to prove hi love and my friend say when he 's around that i 'm all he speak of and he doe all the thing that you would never do he love me too , hi love is true whi ca n't he be you he 's not the one who domin my mind and soul and i should love him so 'caus he love me , i know but hi kiss leav me cold he send me flower , call on the hour , just to prove hi love and my friend say when he 's around , i 'm all he speak of and he doe all the thing that you would never do he love me too , hi love is true whi ca n't he be you",0.3520833333333333,romantic
Christy Moore,The People's Own M.p.,"how mani more must die now how mani must we lose befor the island peopl their own destini can choos from immort robert emmet to bobbi sand mp who wa given thirti thousand vote while in captiv no more he 'll hear the lark 's sweet note upon the ulster air or gaze upon the snowflak to calm hi deep despair befor he went on hunger strike young bobbi did compos the rhythm of time , the weep wind and the sleep rose he wa a poet and a soldier he die courag and we gave him thirti thousand vote he wa the peopl own mp thoma ash gave everyth in 1917 the lord mayor of cork mcswiney die freedom to obtain never a one of all our dead die more courag than bobbi sand from twinbrook the peopl 's own mp forev we 'll rememb him that man who die in pain that hi countri north and south be unit onc again to mourn him is to organis and build a movement strong with ballot box and armalit with music and with song",0.317948717948718,romantic
Wham!,Credit Card Baby,"you said that you love me , and i thought that it wa true . you said that you need me , and babi i believ that too . i thought that you were shi , but you put me straight with a wink of your eye . i should 've known better , put my hand in my pocket everi time i see you cri . peopl think you 're just so sweet , but they do n't know you quit like i do . i guess they think that i 'm a lucki guy , but you 're not fool everybodi . [ choru ] you can have my credit card babi , but keep your red hot finger off of my heart ladi . all i know is what i see , you 're get what you want and girl it ai n't just me . no matter how you cri , i 'm not give ani love away ... do you think i 'm crazi ? all i know is what i see , and what can i do when you pretend that you 're in love with me babi ? do n't say that you love me , becaus i know that it 's not true . just tell me you need my money , girl you know i 'll give it to you . between the ocean and the sky there are thing that you ca n't buy . and if you look you 'll see one of them is me . take you hand out of my pocket dig till the day you die . peopl think you 're just so sweet , but they do n't know you quit like i do . i guess they think that i 'm a lucki guy , but you 're not fool anybodi . [ choru ] these are the thing that you 've made for yourself , you 've got ta take your opportun or stay on the shelf . you 've got ta stay oh yeah , well , that 's ok it 's just a game that we play . no matter how you cri , i 'm not give ani love away . do you think i 'm crazi ? all i know is what i see , and what can i do when you pretend that you 're in love with me babi ?",0.3078125,romantic
Cher,Cry Like A Baby,when i think about the good love you gave to me i cri like a babi live without you is drive me crazi i cri like a babi lord know now that you 're not a playth not a toy or a puppet on a string when i think about a love so sweet now i cri like a babi everi road is a lone street now i cri like a babi lord know now that i 'm not a playth not a toy or a puppet on a string today we pass on the street and you just walk on by my heart just fell to my feet and onc again i began to cri when i think about the good love you gave to me i cri like a babi live without you is drive me crazi i cri like a babi lord know now that you 're not a playth not a toy or a puppet on a string when i think about a love so sweet now i cri like a babi you left done a lot of run i cri like a babi when i think about a love so sweet now i cri like a babi,0.4017482517482517,romantic
Iggy Pop,Cry For Love,"statu seeker - i never care onc i found out they never dare to seiz the world and shake it upsid down and everi stink bum should wear a crown sayin ' i cri for love till all the plate are broken cri for love until my eye are soakin ' yeah cri for love on everi salmon mornig cri for love 'caus imit 's bore cri for love bad tv that insult me freeli still i know what i 'm dyin ' to see in search for a meaning embrac sometim my self-respect took second place an ' i cri for love i did what my heart told me cri for love ca n't stand it when they scold me yeah i cri for love on everi salmon morn yeah i cri for love 'caus imit 's bore cri for love surfer ride for love and wipe out when it hit 'em soldier kill for love and nobodi admit it if you 're cryin ' for love well , that 's ok do n't sweat it if you 're cryin ' for love then there 's still a chanc you 'll get it cri for love",0.3372222222222222,romantic
Zac Brown Band,Different Kind Of Fine,"she make a train take a dirt road make it stop on a dime make 'em wonder which way to go make a man chang hi mind she 's a lawyer 's queen , a trucker 's dream with a basebal hat fit for a queen a genuin , a differ kind of fine cadillac and caviar well , that ai n't how she roll implant and tummi tuck she sure do n't need those she 's a cool drink of water when the summer 's mean pour into those levi jean she 's countri as the day is long she make a train take a dirt road make it stop on a dime make 'em wonder which way to go make a man chang hi mind she 's a lawyer 's queen and a trucker 's dream with a basebal hat fit for a queen a genuin , a differ kind of fine tan and lean like a long-neck bottl in the passeng seat got her hand on the throttl she 'll get you there right on time lord , take you down to tijuana make you wan na slap your momma gotcha all tore up and made you spill your dip cup bona fide , a differ kind of fine make a train take a dirt road make it stop on a dime make 'em wonder which way to go make a man chang hi mind she 's a lawyer 's queen and a trucker 's dream with a basebal hat fit for a queen a genuin , a differ kind of fine she make a train take a dirt road make it stop on a dime she make 'em wonder which way to go make a man chang hi mind a lawyer 's queen , a trucker 's dream a basebal hat fit for a queen genuin , a differ kind of fine ! lord , lord !",0.3493031934996221,romantic
Engelbert Humperdinck,Too Beautiful To Last,"the day of autumn splendor those moment warm and tender wa it to beauti to last ? the love we share togeth the dream we dare togeth wa it to beauti to last ? walk hand in hand the dawn disclos we were dream of a land where love repos but castl made of sand like winter rose are fate to die my darl , like you and i my darl ... where are those sweet septemb the joy my heart rememb ? lost in the shadow of the past the rainbow watch abov you the sacr word , i love you whi did the dream go by so fast ? walk hand in hand the dawn disclos we were dream of a land where love repos but castl made of sand like winter rose are fate to die my darl , like you and i my darl ... where are those sweet septemb the joy my heart rememb ? lost in the shadow of the past the rainbow watch abov you the sacr word , i love you whi did that dream go by so fast ? wa it to beauti ... wa it to beauti to last ?",0.3421052631578947,romantic
Divine,Hey You!,"i want a sure shot , worm that 's go tough i want a sure shot , who 'll love me when i 'm rough i want a sure shot , fire through the night i want a sure shot , who 'll alway do it right . caress me , undress me , fill me with desir do the kind of thing to me that set my heart on fire ( repeat ) hey you ! get on the floor , it 's onli natur love hey you ! i 'm get hot , it 's onli natur love hey you ! spin around , it 's onli natur love hey you ! it 's onli natur love . i want a sure shot , worm that 's go tough i want a sure shot , who 'll love me when i 'm rough i want a sure shot , fire through the night i want a sure shot , who 'll alway do it right . caress me , undress me , fill me with desir do the kind of thing to me that set my heart on fire hey you ! tantil , it 's onli natur love hey you ! mesmor , it 's onli natur love hey you ! satisfi , it 's onli natur love hey you ! get on the floor , it 's onli natur love hey you ! spin around around , it 's onli natur love ! take your time , harden up , it 's onli natur love take your time , you 'll feel sublim , it 's onli natur love take your time , you 're do fine , it 's onli natur love .",0.4300099206349206,romantic
Cher,Believe (Club 69 Future Anthem Dub),"do you believ ? do you believ ? do you believ ? do you believ in life after love ? do you believ in life after love ? do you believ in life after love ? do you believ in life after love ? do you believ in life after love ? do you believ ? do you believ ? do you believ ? do you believ in life after love ? do you believ ? do you believ ? do you believ ? do you believ in life after love ? do you believ in life after love ? do you believ in life after love ? i can feel someth insid me say i realli do n't think you 're strong enough , no do you believ in life after love ? i can feel someth insid me say i realli do n't think you 're strong enough , no do you believ in life after love ? i can feel someth insid me say i realli do n't think you 're strong enough no , no , no , no , no , no after love after love after love ...",0.415,romantic
Chicago,Have Yourself A Merry Little Christmas,"have yourself a merri littl christma , let your heart be light from now on , our troubl will be out of sight have yourself a merri littl christma , make the yule-tid gay , from now on , our troubl will be mile away . here were are as in olden day , happi golden day of yore . faith friend who are dear to us gather near to us onc more . through the year we all will be togeth if the fate allow hang a shine star upon the highest bough . and have yourself a merri littl christma now .",0.3433333333333334,romantic
Cheap Trick,You're All Talk,"pleas do n't go , pleas do n't go away from me pleas do n't go , pleas do n't go away from me i got my breakfast in bed you 're big stuff in chicago , so get in bed thi bedroom 's onli 12 by 10 you 're all talk , you 're all talk i got your number for a real good time take the phone off the hook and watch you go wild they say you go nut and that 's what i like you 're all talk , you 're all talk pleas do n't go , pleas do n't go away from me pleas do n't go , pleas do n't go away from me i got your number for a real good time take the phone off the hook and watch you go wild they say you go nut and that 's what i like you 're all talk , you 're all talk you 're all talk , you 're all talk you 're all talk , you 're all talk you 're all talk , you 're all talk",0.44,romantic
Great Big Sea,Sally Ann,all eye on her from dawn till dusk hang on her everi word king and queen never saw such a fuss her servant are wait to serv salli ann salli ann oh when you danc everi move that you make is amaz . take my heart take my hand hey salli ann life will be all that you make it . i must have got caught in your hair so bright got lost in your eye so blue i follow around in circl all night for a chanc to danc with you it break my heart to hear her cri i 'm a fool for her for sure see me swallow my pride she got me crawl on the floor,0.3,romantic
Irving Berlin,Just One Way To Say I Love You,"i love you , i love you , there is no other way , just one way to say , i love you . i love you , i love you , and tri as i may , that 's all i can say , i love you . much more could be said if i thought with my head , but i onli can think with my heart . i love you , i love you , and yearn for the day , the day when you 'll say , i love you . much more could be said if i thought with my head , but i onli can think with my heart . i love you , i love you , and yearn for the day , the day when you 'll say , i love you .",0.4708333333333333,romantic
Vince Gill,You And You Alone,"if we have to wait forev , that 's alright if you say , `` let 's run away , '' we 'll leav tonight i 'd do anyth you ever ask me to girl , the reason my heart 's beat is for you and you alon there 's a price to pay for everi choic you make we 'll have our day no matter what it take i 'll be there for you whatev we go through girl , the reason life 's worth live is for you and you alon oh , you and you alon are with me from now on even if i never see your face again the love that you have shown is unlik anyth i 've known we both know it 's just a matter of when i wish that we could just turn back the hand of time and find a way to have your world fit into mine i 'll keep dream that someday it all come true girl , the reason my heart 's break is for you and you alon oh , you and you alon are with me from now on even if i never see your face again the love that you have shown is unlik anyth i 've known we both know it 's just a matter of when",0.3123376623376623,romantic
