artist,song,text,polarity,mood
Erasure,Ship Of Fools,"i ca n't believ what is happen to me my head is spin ( spin ) the flower and the tree are encapsul me and i go spin ( spin ) he wa the babi of the class you know he realli did n't know that one and one wa two two and two were four he wa the babi of the class you know he realli did n't know that realli did n't know that oh what a poor soul oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel i close my eye and i tri to imagin what you 're dream whi ca n't you see what you 're do to me my world is spin ( spin ) he wa the babi of the class you know he realli did n't know that one and one wa two two and two were four you were the babi of the class you know you were so young and so uncertain suffer littl children oh what a poor soul oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel he wa the babi of the class you know he realli did n't know that one and one wa two two and two were four he wa the babi of the class he wa so young and so uncertain suffer littl children oh what a poor soul oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel oooh , do we not sail on the ship of fool oooh , whi is life so preciou and so cruel",-0.6363636363636364,sad
Bruce Springsteen,Bad Moon Rising,"i see a bad moon rise i see troubl on the way i see earthquak and lightn i see bad time today do n't go 'round tonight well , it 's bound to take your life there 's a bad moon on the rise i hear hurrican a-blowin ' i know the end it 's come soon i fear river overflow i hear the voic of rage and ruin do n't go 'round tonight well , it 's bound to take your life there 's a bad moon on the rise hope you got your thing togeth hope you 're quit prepar to die look like we 're in for nasti weather one eye is taken for an eye do n't go 'round tonight well , it 's bound to take your life there 's a bad moon on the rise do n't go 'round tonight well , it 's bound to take your life there 's a bad moon on the rise",-0.5,sad
Lady Gaga,Retro Dance Freak,"hello everybodi ! get a ride to the west side kiss the girl with her tongu tie hello everybodi ! work it out 'caus you do n't care shut down like softwar hello everybodi ! take a sip for the hip-hop fuel up at the rest stop we 're just physic creatur of the underworld she is the queen of the fra-disco scene retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover what 's up everybodi ? take a ride on an airplan take a bath in champagn what 's up everybodi ? watch the girl all curtsi for the paparazzi ! let 's go everybodi ! it 's time that we rotat , 'caus it 's get real late we 're just physic creatur of the underworld she is the queen of the fra-disco scene retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover we are just physic creatur of the underworld she is the queen of the fra-disco scene retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover retro danc , freak ! ( retro , retro , danc ) sing retro danc beat retro danc , freak ! undercov the girl need a lover",-0.7373589409722222,sad
Louis Armstrong,Nobody Knows The Way I Feel This Morning,"nobodi know the way i feel thi morn , thi morn nobodi know the way i feel thi morn , thi morn if i 'd onli had my way the graveyard would be the place my man would lay nobodi know the way i feel thi morn i feel like i could scream and cri thi morn , thi morn i feel like i could scream and cri thi morn , thi morn i feel like i could scream and cri i 'm true out on it or i 'd rather die nobodi know the way i feel thi morn i even hate to hear your name thi morn , thi morn i even hate to hear your name thi morn , thi morn i even hate to hear your name i could kill you and take a brown eye express train nobodi know the way i feel thi morn",-0.5125,sad
Gary Numan,Fold,"i fold your letter all lie , all cold i fold my memori my life , my soul i fold compass and vengeanc bleed through i fold forgiv and wait for you do you hear me ? can you hear me fall ? do you feel me ? can you feel at all ? i hear you call i hear you call i fold all reason scream your name i fold your heart and feed on your pain i hear you call i hear you call can you feel ? can you feel ?",-0.6,sad
Savage Garden,Break Me Shake Me,"i never thought i 'd chang my opinion again but you move me in a way that i 've never known you move me in a way that i 've never known but straight away you just move into posit again you abus me in a way that i 've never known you abus me in a way that i 've never known so break me shake me hate me take me over when the mad stop then you will be alon just break me shake me hate me take me over when the mad stop then you will be alon so you 're the kind that deal with the game in the mind well you confus me in a way that i 've never known you confus me in a way that i 've never known so break me shake me hate me take me over when the mad stop then you will be alon so wo n't you break me shake me hate me take me over when the mad stop then you will be alon she say , `` i can help you , but what do you say ? '' caus it 's not free babi , you 'll have to pay you just keep me contempl , that your soul is slowli fade god , do n't you know that i live with a ton of regret ? caus i use to move you in a way that you 've never known but then i accus you in a way that you 've never known but you 've hurt me in a way that i 've never known break me shake me hate me take me over when the mad stop then you will be alon so wo n't you break me shake me hate me take me over when the mad stop then you will be alon listen , babi you 'll be , you 'll be alon break me shake me hate me take me make me fake me break me shake me hate me take me break me",-0.5156818181818182,sad
Weird Al Yankovic,Callin' In Sick,"hit my snooz alarm for the twenti seventh time just do n't feel like goin ' to work , i think i 'll call my boss , then i 'm gon na hack and cough and wheez swear i 've got some strang diseas what 's that littl twerp gon na say ? hey i 'm callin ' in sick today callin ' in sick today i could shine my penni or clean my lava lamp i could spend all day in my underwear watch `` ernest goe to camp '' i could sit and count my hair i could burp my tupperwar i 'm not busi now anyway hey i 'm callin ' in sick today callin ' in sick today ai n't goin ' to work , no way callin ' in sick today i can do anyth i want to i am invinc now i 'm on fire , babi i 'm aliv , i 'm aliv , can you hear me , world ? i 'm aliv ! mayb i 'll spend all day stare at the sun and tri not to squint mayb i 'll make a huge color tapestri from my belli button lint when i 'm sick of takin ' abus i just make up some lame excus freedom 's just seven digit away hey i 'm callin ' in sick today callin ' in sick today ai n't goin ' to work , no way callin ' in sick today",-0.5283730158730159,sad
Queens Of The Stone Age,"Sick, Sick, Sick","young , dumb , do n't see a problem bloodshot , stare like a hoodlum simpl as thi : i 'm in love with the risk i know what i 've done , but tell me , what did i miss ? so pleas , do n't save someth , wast not , save noth lose the halo , do n't need to resist a lick of the lip and a grip on your hip sick , sick , sick do n't resist sick , sick , sick do n't resist first thing we succumb to shout , eras , and undo day are unreleas if there 's no releas pleas just let me do whatev fit you make someth , make someon beg on a knee , babi , babi , pleas pout your bottom lip while crack the whip you know what we want it 's candi to cum to sick , sick , sick do n't resist sick , sick , sick do n't resist sick , sick , sick do n't resist sick , sick , sick do n't resist a total eclips in the teeth of the risk the tongu is a twist perpetu bliss forev midnight forev midnight forev midnight forev ... sick , sick , sick do n't resist sick , sick , sick do n't resist sick sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na choos ) sick , sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na chang ) sick sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na choos ) sick , sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na chang ) sick sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na choos ) sick , sick , sick ( i 'm gon na take ) do n't resist ( i do n't wan na chang )",-0.5615740740740742,sad
Lata Mangeshkar,Kaha The Aap,( kaha the aap zaman ke baad aay hai - 2 mere shabaab ke jaan ke baad aay hai ) - 2 kaha the aap zaman ke baad aay hai mere hujur bataon meri khata kya hai - 2 bhari bahaar ke jaan ke baad aay hai mere shabaab se jaan ke baad aay hai kaha the aap zaman ke baad aay hai girna tha to palaks hamen gira dete - 2 nazar se hamko giraan ke baad aay hai mere shabaab se jaan ke baad aay hai kaha the aap zaman ke baad aay hai o jink pyar mein sadiya gujaar di hamn - 2 har ek khwaab jaln ke baad aay hai mere shabaab se jaan ke baad aay hai kaha the aap zaman ke baad aay hai - 2 kaha the aap,-0.5,sad
Peter Cetera,How Many Times,"[ choru ] how mani tear have you cri how mani eye have you dri how mani way have you tri and do n't you get tire of peopl sayin ' how mani time , how mani time how mani dream have been bad how mani night have been sad how mani day have you had when you get tire of peopl sayin ' how mani time , how mani time how mani time , how mani time [ choru ] i said tire of peopl sayin ' do n't you get tire of peopl sayin ' how mani time , how mani time how mani time , how mani time how mani time , time , time , time time , time , time , time , time",-0.5999999999999999,sad
Whitesnake,My Evil Ways,"i wa born my mother 's son when i hit the ground i wa on the run all my life i 've play the fool i 've been break heart and break rule i ca n't chang my evil way you ca n't chang my evil way no matter what the good book say i ca n't chang my evil way no more , no more , evil way , my evil way i 've been accus of hit and run but all the same i had my fun do n't turn your back when i 'm with you 'caus i 'll steal your chicken and your sister too i ca n't chang my evil way you ca n't chang my evil way no matter what the good book say i ca n't chang my evil way no more , no more , evil way , my evil way i wa born my mother 's son sinc i could crawl i been have fun now i 've been poor and i 've been rich but i 've alway been a son of a bitch i ca n't chang my evil way you ca n't chang my evil way no matter what the good book say i ca n't chang my evil way no more , no more , evil way , my evil way my evil way , evil way evil way , evil way",-0.5264285714285714,sad
Offspring,Hammer,"i 'm gon na be a slam-er , i 'm gon na be the wildest , i 'm gon na be your hammer , no one 's the nicest , but me ! i 'm not a worker , i 'm not a joker , i 'm a man who is dropin , dropin ' , is dropin ' a hammerdown on you ! i 'm fightin ' against you , i 'm bombin ' your hous o-you-t ! ! ! come on let'm kill ya ! ! ! i 'm not a worker , i 'm not a joker , i 'm a man who is dropin , dropin , is dropin ' a hammer down on you ! i 've fight against you , i 've bomb your houseo-you-t ! ! ! and i 've kill ya ! ! ! but what did i do ? i 've kill my soul ! i 'm not a worker , i 'm not a joker , i 'm the sadest man aliv ! ! !",-1.0,sad
David Bowie,I'm Not Losing Sleep,"ye , i 've read the morn paper tell me that you 've made money do you think i 'm gon na crawl , then think again though i 'm dress in rag , i 'm richer though i eat from tin , i 'm healthier though i live in slum , i 'm purer than you , my friend too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend look around and see the friend the one you left , our friend desert see the guy that use to talk and drink with you do n't look down your nose at me 'caus i wo n't ask your sympathi i wo n't be your yes-sir man for anyth too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend i would walk with you talk with you , drink with you if you drop that halo that you 're wear on the ground too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend i ca n't get my satisfact know you wo n't get reaction what make me the big attract anyway it 's too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend oh , it 's too bad , i 'm not lose sleep [ too bad ] i 'm just count sheep [ too bad ] i 'm not lose sleep , my friend",-0.5735996326905416,sad
Old 97's,Let The Idiot Speak,"there wa a half a harvest moon up on the hillsid our love is made almost entir of downsid who would have thought it could feel so much better then ? now there 's a half a million thing i wan na tell you they tap the phone line and the speaker at the drive through who would have thought it could feel so much differ then ? downtown , so weak let the idiot speak let the idiot speak let the idiot speak now there 's a strang way and awkward feel i 'm bounc off the wall , i 'm talk to the ceil who would have thought it could feel so bad sometim ? now there 's a half a million reason we can argu you 're right in front of me now , there 's no one to talk to who would have thought it could feel so bad sometim ? downtown , so weak let the idiot speak let the idiot speak let the idiot speak let the idiot speak let the idiot speak let the idiot speak downtown , so weak let the idiot speak ( let the idiot speak ) let the idiot speak ( let the idiot speak ) let the idiot speak let the idiot speak ( let the idiot speak ) let the idiot speak ( let the idiot speak ) let the idiot speak let the idiot speak ( let the idiot speak ) let the idiot speak ( let the idiot speak ) let the idiot",-0.566823308270677,sad
Lata Mangeshkar,Jaane Kya Baat Hai,"jaan kya baat hai , jaan kya baat hai neend nahin aati badi lambi raat hai saari saari raat mujh isn jagaya jais koi sapna jais koi saaya koi nahin lagta hai koi mere saath hai neend nahin aati badi lambi raat hai ... dhakdhak kabhi se jiya dol raha hai ghungat abhis mera khol raha hai door abhi to piya ki mulaqat hai neend nahin aati badi lambi raat hai ... jab jab dekhoon maein yeh chand sitar aaisa lagta hai mujh laaj ke mare jais koi doli koi baraat hai neend nahin aati badi lambi raat hai ...",-0.5,sad
Rammstein,Keine Lust (English Translation),"i do not feel like it x 4 i 'm not in the mood not to hate me i do n't want to touch myself i would like to jack off but i do n't want to tri it i would like to take my cloth off but i do n't want to see myself nake ref : i would like to do it with big anim i do n't want to risk it i do n't feel like go away of the snow i do n't feel like freez i do n't feel like chew someth caus i do n't want to digest it i do n't want to weigh myself i hate to lie in fat ref : i will simpli lie here and i will count onc again the fli i touch myself without ani desir and i soon notic that i have been cold sinc long so cold i am cold , so cold",-0.50625,sad
Vangelis,The Little Fete,"`` i take a bottl of wine and i go drink it among the flower . we are allway three ... count my shadow and my friend the shimmer moon happili the moon know noth of drink , and my shadow is never thirsti when i sing , the moon listen to me in silenc . when i danc , my shadow danc too . after all festiv the guest must depart . thi sad i do not know . when i go home , the moon goe with me and my shadow follow me ''",-0.5,sad
ZZ Top,Me So Stupid,i could have been a brain surgeon i could have been a pharmacist i gave a shot at radio revivalist with the bossman i have never been miss me so stupid me so stupid me so stupid what is my iq ? what is my intellig quotient i could have built the golden gate bridg or einstein 's nemesi i could have been a derbi jockey but it 's all come down to thi me so stupid me so stupid me so stupid what is my iq ? what is my intellig quotiant i could have built la vega i could have built a drum size roll royc i could have been presid of the world could have had ali on the rope could have had miss august again could have had miss may again could have had miss septemb again but i wait till decemb me so stupid me so stupid me so stupid what is my iq ? what is my intellig quotient ? that 's so wrong ...,-0.6296296296296295,sad
