Rank,Title,Artists,Date,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,# of Artist,Artist (Ind.),# of Nationality,Nationality,Continent,Points (Total),Points (Ind for each Artist/Nat),id,Song URL
157,"New To You (with Normani, Tinashe, & Offset)","Calvin Harris Normani, Tinashe, Offset",29/07/2022,0.728,0.707,-5.09,0.044,0.371,0.001,0.802,Artist 1,Calvin Harris,Nationality 1,United Kingdom,Europe,44,11.0,22PTmk4mzAVi92WiQPAcFp,https://open.spotify.com/track/22PTmk4mzAVi92WiQPAcFp
197,Enséñame a Bailar,Bad Bunny,23/07/2022,0.81,0.789,-5.08,0.085,0.191,0.0,0.77,Artist 1,Bad Bunny,Nationality 1,Puerto Rico,Latin-America,4,4.0,2NMjggapJcXXM7WccGEBUO,https://open.spotify.com/track/2NMjggapJcXXM7WccGEBUO
128,god save me,Machine Gun Kelly,25/03/2022,0.536,0.809,-5.47,0.09,0.03,0.0,0.604,Artist 1,Machine Gun Kelly,Nationality 1,United States,Anglo-America,73,73.0,5TEib5VIhLhDVj3pmoeK7W,https://open.spotify.com/track/5TEib5VIhLhDVj3pmoeK7W
127,ZO DEL PERREO,"Daddy Yankee, Natti Natasha, Becky G",25/03/2022,0.803,0.838,-3.23,0.086,0.091,0.011,0.637,Artist 1,Daddy Yankee,Nationality 1,Puerto Rico,Latin-America,74,25.0,4pN4uE4g6srE6376NDwMJP,https://open.spotify.com/track/4pN4uE4g6srE6376NDwMJP
180,Depende,"Dj Guuga, Wesley Safadão, Zé Felipe",19/03/2022,0.886,0.909,-1.84,0.064,0.125,0.0,0.816,Artist 1,Dj Guuga,Nationality 1,Brazil,Latin-America,21,7.0,1M5OUvKG03C0QtzvxRS4Zk,https://open.spotify.com/track/1M5OUvKG03C0QtzvxRS4Zk
198,Permission to Dance,BTS,17/03/2022,0.702,0.741,-5.33,0.043,0.005,0.0,0.646,Artist 1,BTS,Nationality 1,South Korea,Asia,3,3.0,3XYRV7ZSHqIRDG87DKTtry,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry
187,Toma Toma Vapo Vapo,"Zé Felipe, Mc Danny",05/03/2022,0.763,0.859,-3.3,0.048,0.322,0.0,0.813,Artist 1,Zé Felipe,Nationality 1,Brazil,Latin-America,14,7.0,5VTjBl3ddZEiG2LrH4VzyR,https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR
194,Is There Someone Else?,The Weeknd,08/02/2022,0.702,0.586,-7.83,0.031,0.039,0.0,0.608,Artist 1,The Weeknd,Nationality 1,Canada,Anglo-America,7,7.0,0mL82sxCRjrs3br407IdJh,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh
154,Boys Don't Cry,Anitta,05/02/2022,0.589,0.842,-4.86,0.037,0.002,0.0,0.657,Artist 1,Anitta,Nationality 1,Brazil,Latin-America,47,47.0,35COLcFjvONwVv6jkG23gI,https://open.spotify.com/track/35COLcFjvONwVv6jkG23gI
180,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",30/12/2021,0.721,0.738,-4.77,0.04,0.002,0.0,0.637,Artist 1,Marshmello,Nationality 1,United States,Anglo-America,21,10.5,4qu63nuBpdn0qHUHuObEj1,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
178,22 (Taylor's Version),Taylor Swift,22/11/2021,0.642,0.695,-5.62,0.028,0.0,0.0,0.642,Artist 1,Taylor Swift,Nationality 1,United States,Anglo-America,23,23.0,3yII7UwgLF6K5zW3xad3MP,https://open.spotify.com/track/3yII7UwgLF6K5zW3xad3MP
199,SCIENTIST,TWICE,18/11/2021,0.786,0.858,-3.74,0.068,0.049,0.0,0.649,Artist 1,TWICE,Nationality 1,South Korea,Asia,2,2.0,2J0TRU2EDG29qlmxdGa4xa,https://open.spotify.com/track/2J0TRU2EDG29qlmxdGa4xa
190,Loco,"Justin Quiles, Chimbala, Zion & Lennox",13/11/2021,0.771,0.885,-3.66,0.051,0.222,0.0,0.826,Artist 1,Justin Quiles,Nationality 1,Puerto Rico,Latin-America,11,4.0,6b2HYgqcK9mvktt4GxAu72,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
175,Ateo,"C. Tangana, Nathy Peluso",30/10/2021,0.826,0.74,-4.45,0.037,0.142,0.0,0.733,Artist 1,C. Tanganana,Nationality 1,Spain,Europe,26,13.0,5xiAfKzE3mbxYbOkUZPR11,https://open.spotify.com/track/5xiAfKzE3mbxYbOkUZPR11
138,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",David Guetta,29/10/2021,0.687,0.717,-6.61,0.076,0.074,0.0,0.685,Artist 1,David Guetta,Nationality 1,France,Europe,63,63.0,0HLhptvI8NozbOHRLNniFz,https://open.spotify.com/track/0HLhptvI8NozbOHRLNniFz
181,Wow Wow (feat. Becky G),Maria Becerra,02/10/2021,0.744,0.679,-3.51,0.079,0.065,0.004,0.866,Artist 1,Maria Becerra,Nationality 1,Argentina,Latin-America,20,20.0,4Yip3hds5IHyT7AqoNHfmX,https://open.spotify.com/track/4Yip3hds5IHyT7AqoNHfmX
123,Sal y Perrea - Remix,"Sech, Daddy Yankee, J Balvin",01/10/2021,0.819,0.955,-0.521,0.091,0.161,0.0,0.725,Artist 1,Sech,Nationality 1,Panama,Latin-America,78,26.0,1mG8VynhqySA52bALfYrvO,https://open.spotify.com/track/1mG8VynhqySA52bALfYrvO
190,LO$ER=LOâ™¡ER,TOMORROW X TOGETHER,25/08/2021,0.644,0.867,-4.18,0.038,0.001,0.0,0.687,Artist 1,TOMORROW X TOGETHER,Nationality 1,South Korea,Asia,11,11.0,21aOLk12MksET8AsbU0SI6,https://open.spotify.com/track/21aOLk12MksET8AsbU0SI6
158,Little Bit of Love,Tom Grennan,19/08/2021,0.689,0.706,-4.48,0.031,0.083,0.0,0.623,Artist 1,Tom Grennan,Nationality 1,United Kingdom,Europe,43,43.0,3Iba59sFmGhQ4kbCY5L8AX,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
195,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",01/07/2021,0.767,0.481,-8.52,0.08,0.234,0.0,0.761,Artist 1,Jawsh 685,Nationality 1,New Zealand,Oceania,6,3.0,1xQ6trAsedVPCdbtDAmk0c,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
159,Who I Want,"Lil Baby, Lil Durk",04/06/2021,0.77,0.561,-4.97,0.083,0.14,0.0,0.81,Artist 1,Lil Baby,Nationality 1,United States,Anglo-America,42,21.0,3vJKLsUYcC7mARUTOMUPaJ,https://open.spotify.com/track/3vJKLsUYcC7mARUTOMUPaJ
200,Saturday,Twenty One Pilots,26/05/2021,0.687,0.89,-5.99,0.034,0.004,0.001,0.854,Artist 1,Twenty One Pilots,Nationality 1,United States,Anglo-America,1,1.0,60dwJ8dnqZ4WrIdiu7LkNR,https://open.spotify.com/track/60dwJ8dnqZ4WrIdiu7LkNR
132,Discoteque,THE ROOP,23/05/2021,0.826,0.799,-6.12,0.059,0.048,0.002,0.628,Artist 1,THE ROOP,Nationality 1,Lithuania,Europe,69,69.0,7dMOzsTZOUtOF7W5kLN0gf,https://open.spotify.com/track/7dMOzsTZOUtOF7W5kLN0gf
200,PROBLEMA,Daddy Yankee,20/05/2021,0.773,0.8,-3.17,0.099,0.061,0.004,0.842,Artist 1,Daddy Yankee,Nationality 1,Puerto Rico,Latin-America,1,1.0,2dl5K2ScW7jYhAhuem06cm,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
185,Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,04/04/2021,0.695,0.872,-3.65,0.087,0.334,0.0,0.646,Artist 1,Zé Neto & Cristiano,Nationality 1,Brazil,Latin-America,16,16.0,5m5aY6S9ttfIG157xli2Rs,https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs
169,Celebrity,IU,28/01/2021,0.73,0.784,-2.62,0.069,0.191,0.0,0.673,Artist 1,IU,Nationality 1,South Korea,Asia,32,32.0,4RewTiGEGoO7FWNZUmp1f4,https://open.spotify.com/track/4RewTiGEGoO7FWNZUmp1f4
188,Neon Eyes,Morgan Wallen,09/01/2021,0.576,0.843,-5.26,0.029,0.021,0.0,0.628,Artist 1,Morgan Wallen,Nationality 1,United States,Anglo-America,13,13.0,3kOi5KZTcCOdqFlUjF9CDZ,https://open.spotify.com/track/3kOi5KZTcCOdqFlUjF9CDZ
128,305,Shawn Mendes,04/12/2020,0.562,0.869,-5.38,0.058,0.205,0.029,0.928,Artist 1,Shawn Mendes,Nationality 1,Canada,Anglo-America,73,73.0,5ld8E3DVBXCCWQ54yrkWVp,https://open.spotify.com/track/5ld8E3DVBXCCWQ54yrkWVp
101,Too Much (feat. Usher),"Marshmello, Imanbek",23/10/2020,0.712,0.891,-2.76,0.04,0.004,0.0,0.735,Artist 1,Marshmello,Nationality 1,United States,Anglo-America,100,50.0,39umHdGKfpnjY4TFtnoQ51,https://open.spotify.com/track/39umHdGKfpnjY4TFtnoQ51
188,Cogulândia,Matuê,11/09/2020,0.88,0.52,-5.98,0.055,0.154,0.0,0.812,Artist 1,Matuê,Nationality 1,Brazil,Latin-America,13,13.0,5T6mY3sQbvVfLnertXdoST,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST
185,Raise Em Up - Dance Remix,"Alonestar, Rick Live, Ed Sheeran",11/09/2020,0.794,0.865,-4.94,0.042,0.037,0.0,0.629,Artist 1,Alonestar,Nationality 1,United Kingdom,Europe,16,5.0,4BRYmA7o6QzKlhhLgFNt88,https://open.spotify.com/track/4BRYmA7o6QzKlhhLgFNt88
198,Dembow 2020,"Yandel, Rauw Alejandro",05/09/2020,0.786,0.811,-4.31,0.084,0.122,0.0,0.731,Artist 1,Yandel,Nationality 1,Puerto Rico,Latin-America,3,2.0,0j1VxrPkMyFGvz0jZzxUoZ,https://open.spotify.com/track/0j1VxrPkMyFGvz0jZzxUoZ
185,Un Poco De Tu Amor,"RBD, Ahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera",04/09/2020,0.785,0.773,-7.61,0.033,0.03,0.0,0.892,Artist 1,RBD,Nationality 1,Mexico,Latin-America,16,2.0,64mK5Yd0rdGeXVkMFspEyt,https://open.spotify.com/track/64mK5Yd0rdGeXVkMFspEyt
181,Never Let Me Down,"VIZE, Tom Gregory",15/08/2020,0.758,0.848,-3.84,0.046,0.207,0.0,0.706,Artist 1,VIZE,Nationality 1,Germany,Europe,20,10.0,5TGcyccg8Hkgn9jB7gUpMN,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
198,Hard On Yourself,"Charlie Puth, blackbear",14/08/2020,0.824,0.783,-4.53,0.051,0.22,0.0,0.788,Artist 1,Charlie Puth,Nationality 1,United States,Anglo-America,3,2.0,3xvYvJAa0iUVKKsYcuDNlK,https://open.spotify.com/track/3xvYvJAa0iUVKKsYcuDNlK
161,Que Se Joda,"Anuel AA, Farruko, Zion",04/08/2020,0.624,0.888,-2.13,0.099,0.238,0.0,0.824,Artist 1,Anuel AA,Nationality 1,Puerto Rico,Latin-America,40,13.0,5p3JJehpKHjr9pJT5eD2Lz,https://open.spotify.com/track/5p3JJehpKHjr9pJT5eD2Lz
192,BAD CON NICKY,"Bad Bunny, Nicky Jam",10/06/2020,0.59,0.729,-4.95,0.089,0.321,0.0,0.712,Artist 1,Bad Bunny,Nationality 1,Puerto Rico,Latin-America,9,4.0,5bmSver2b3ZXyuyLKtgnFI,https://open.spotify.com/track/5bmSver2b3ZXyuyLKtgnFI
180,Level of Concern,Twenty One Pilots,05/06/2020,0.754,0.583,-7.34,0.043,0.32,0.0,0.77,Artist 1,Twenty One Pilots,Nationality 1,United States,Anglo-America,21,21.0,6xZ4Q2k2ompmDppyeESIY8,https://open.spotify.com/track/6xZ4Q2k2ompmDppyeESIY8
180,X (with KAROL G),Jonas Brothers,28/05/2020,0.715,0.827,-5.09,0.062,0.049,0.0,0.75,Artist 1,Jonas Brothers,Nationality 1,United States,Anglo-America,21,21.0,77fvnWALKJR0ws1VUx09CY,https://open.spotify.com/track/77fvnWALKJR0ws1VUx09CY
132,A Gente Fez Amor - Ao Vivo,Gusttavo Lima,24/05/2020,0.794,0.937,-2.44,0.034,0.366,0.0,0.826,Artist 1,Gusttavo Lima,Nationality 1,Brazil,Latin-America,69,69.0,3tv697PZNnaQN0Mn2zGhS5,https://open.spotify.com/track/3tv697PZNnaQN0Mn2zGhS5
199,WANBE,ITZY,16/04/2020,0.809,0.911,-4.41,0.062,0.008,0.0,0.64,Artist 1,ITZY,Nationality 1,South Korea,Asia,2,2.0,6tCssnvTUREcperDOUTqvA,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA
174,The Adults Are Talking,The Strokes,11/04/2020,0.593,0.749,-5.67,0.048,0.011,0.106,0.649,Artist 1,The Strokes,Nationality 1,United States,Anglo-America,27,27.0,5ruzrDWcT0vuJIOMW7gMnW,https://open.spotify.com/track/5ruzrDWcT0vuJIOMW7gMnW
166,SENTADÃO,"PEDRO SAMPAIO, Felipe Origil, JS o Mão de Ouro",24/02/2020,0.68,0.869,-1.94,0.059,0.178,0.0,0.924,Artist 1,PEDRO SAMPAIO,Nationality 1,Brazil,Latin-America,35,12.0,4lKuzrdZrJuCAedbIslF3A,https://open.spotify.com/track/4lKuzrdZrJuCAedbIslF3A
186,FML,Arizo Zervas,07/02/2020,0.822,0.575,-5.95,0.093,0.113,0.0,0.616,Artist 1,Arizo Zervas,Nationality 1,United States,Anglo-America,15,15.0,6lruHh1jF7ezgbLv72xYmf,https://open.spotify.com/track/6lruHh1jF7ezgbLv72xYmf
152,Canyon Moon,Harry Styles,17/12/2019,0.603,0.621,-7.14,0.027,0.328,0.0,0.7,Artist 1,Harry Styles,Nationality 1,United Kingdom,Europe,49,49.0,5IhzJOXNE7ki0IIJbZbnGq,https://open.spotify.com/track/5IhzJOXNE7ki0IIJbZbnGq
189,So Am I,Ava Max,26/09/2019,0.682,0.656,-4.67,0.044,0.074,0.0,0.607,Artist 1,Ava Max,Nationality 1,United States,Anglo-America,12,12.0,0uUNN1nSoUx1A4fkDCWDQ7,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7
164,Mood Swings,A Boogie Wit da Hoodie,16/09/2019,0.941,0.676,-5.54,0.094,0.211,0.0,0.93,Artist 1,A Boogie Wit da Hoodie,Nationality 1,United States,Anglo-America,37,37.0,2xE16muNCmhZwSOv3i1d1H,https://open.spotify.com/track/2xE16muNCmhZwSOv3i1d1H
200,Aullando,"Wisin & Yandel, Romeo Santos",10/07/2019,0.8,0.74,-4.52,0.048,0.184,0.0,0.775,Artist 1,Wisin & Yandel,Nationality 1,Puerto Rico,Latin-America,1,1.0,7BuHdm4lQqcyG3qTwdkxus,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus
177,Love Me Less (feat. Quinn XCII),MAX,19/06/2019,0.732,0.856,-2.2,0.093,0.083,0.0,0.771,Artist 1,MAX,Nationality 1,United States,Anglo-America,24,24.0,2tOOcDDYkh0PSjr6GwPEAJ,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ
161,Faz Gostoso (feat. Anitta),Madon,14/06/2019,0.777,0.695,-6.12,0.089,0.288,0.0,0.652,Artist 1,Madon,Nationality 1,United States,Anglo-America,40,40.0,2SC14LGDbRWRlyLg9Wupa0,https://open.spotify.com/track/2SC14LGDbRWRlyLg9Wupa0
189,Broke Leg (with Quavo & Tyga),Tory Lanez,06/06/2019,0.851,0.85,-3.4,0.09,0.226,0.0,0.642,Artist 1,Tory Lanez,Nationality 1,Canada,Anglo-America,12,12.0,5CKtlUULFD5aPVX4PL02H6,https://open.spotify.com/track/5CKtlUULFD5aPVX4PL02H6
199,Con Calma - Remix,"Daddy Yankee, Katy Perry, Snow",16/05/2019,0.736,0.868,-3.01,0.045,0.166,0.0,0.613,Artist 1,Daddy Yankee,Nationality 1,Puerto Rico,Latin-America,2,1.0,4au7FRcgZzChASRYu279xH,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH
198,FANCY,TWICE,09/05/2019,0.697,0.874,-2.15,0.045,0.012,0.0,0.775,Artist 1,TWICE,Nationality 1,South Korea,Asia,3,3.0,2FXd6kKCtBIc6UfN1gH1pA,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA
197,Rise,"Jos Blue, Jack & Jack",08/05/2019,0.687,0.785,-4.65,0.033,0.327,0.0,0.655,Artist 1,Jos Blue,Nationality 1,United States,Anglo-America,4,2.0,3KLygy1YWhmrQx0GRs7IOx,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
177,Inmortal,Aventura,05/04/2019,0.77,0.775,-4.65,0.035,0.178,0.0,0.848,Artist 1,Aventura,Nationality 1,Dominican Republic,Latin-America,24,24.0,2swZ0X1njeU32SNJeBKIfW,https://open.spotify.com/track/2swZ0X1njeU32SNJeBKIfW
198,Só Pra Castigar,Wesley Safadão,13/01/2019,0.681,0.94,-1.77,0.039,0.02,0.0,0.648,Artist 1,Wesley Safadão,Nationality 1,Brazil,Latin-America,3,3.0,2X8sssaxS5GReg6945B6RW,https://open.spotify.com/track/2X8sssaxS5GReg6945B6RW
131,Ciumeira - Ao Vivo,Marília Mendonça,01/01/2019,0.741,0.813,-4.83,0.045,0.204,0.0,0.765,Artist 1,Marília Mendonça,Nationality 1,Brazil,Latin-America,70,70.0,2H1liABu20HXBOmbt5SQz1,https://open.spotify.com/track/2H1liABu20HXBOmbt5SQz1
194,Hipócrita,"Anuel AA, Zion",29/11/2018,0.79,0.858,-2.78,0.047,0.303,0.0,0.79,Artist 1,Anuel AA,Nationality 1,Puerto Rico,Latin-America,7,4.0,6XBjCetHKdO5L9cwMDVffw,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
137,Blow That Smoke (feat. Tove Lo),"Tove Lo, Major Lazer",19/10/2018,0.719,0.703,-4.93,0.039,0.032,0.0,0.72,Artist 1,Tove Lo,Nationality 1,Sweden,Europe,64,32.0,1wcYgcBH8WW1kXNezuFBqU,https://open.spotify.com/track/1wcYgcBH8WW1kXNezuFBqU
144,Ordiry Day (ft. Hailee Steinfeld),Logic,28/09/2018,0.748,0.894,-6.67,0.075,0.022,0.0,0.839,Artist 1,Logic,Nationality 1,United States,Anglo-America,57,57.0,2zIAPysksDdMAiG33qH6kW,https://open.spotify.com/track/2zIAPysksDdMAiG33qH6kW
196,Síguelo Bailando,Ozuna,08/09/2018,0.855,0.664,-7.11,0.061,0.165,0.0,0.626,Artist 1,Ozuna,Nationality 1,Spain,Europe,5,5.0,5Y9fnynLlIvqtM710MHzfz,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
197,Connection,OneRepublic,05/09/2018,0.611,0.602,-4.89,0.044,0.001,0.0,0.624,Artist 1,OneRepublic,Nationality 1,United States,Anglo-America,4,4.0,3T4UodGkfZObJ43RtA5KFU,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
164,Enemies,Lauv,02/08/2018,0.696,0.693,-4.64,0.044,0.175,0.0,0.601,Artist 1,Lauv,Nationality 1,United States,Anglo-America,37,37.0,3JJYIoJ5FyY9E0DGjr7SXF,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
193,Romance Com Safadeza,"Wesley Safadão, Anitta",09/06/2018,0.544,0.903,-4.11,0.069,0.216,0.0,0.765,Artist 1,Wesley Safadão,Nationality 1,Brazil,Latin-America,8,4.0,0RBOFW5424gCCCZrgECbt6,https://open.spotify.com/track/0RBOFW5424gCCCZrgECbt6
199,Breathe,"Jax Jones, I Wroldsen",01/06/2018,0.722,0.744,-5.52,0.036,0.023,0.0,0.686,Artist 1,Jax Jones,Nationality 1,United Kingdom,Europe,2,1.0,6tvQzeCPwOytDlBYCIOY0n,https://open.spotify.com/track/6tvQzeCPwOytDlBYCIOY0n
182,Anpanman,BTS,29/05/2018,0.813,0.875,-2.92,0.092,0.024,0.0,0.756,Artist 1,BTS,Nationality 1,South Korea,Asia,19,19.0,4lRwa7PKcGIuJMwtPIYKdy,https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
178,Four Out Of Five,Arctic Monkeys,18/05/2018,0.601,0.863,-4.31,0.069,0.063,0.0,0.676,Artist 1,Arctic Monkeys,Nationality 1,United Kingdom,Europe,23,23.0,5Z5nbOXhsSbySVC7WUc6y9,https://open.spotify.com/track/5Z5nbOXhsSbySVC7WUc6y9
152,One Point Perspective,Arctic Monkeys,15/05/2018,0.714,0.585,-4.57,0.042,0.057,0.004,0.842,Artist 1,Arctic Monkeys,Nationality 1,United Kingdom,Europe,49,49.0,1t67WYNfUxfOiwaz7SJ66b,https://open.spotify.com/track/1t67WYNfUxfOiwaz7SJ66b
189,Gucci Gang,Lil Pump,29/04/2018,0.936,0.523,-6.71,0.06,0.239,0.0,0.699,Artist 1,Lil Pump,Nationality 1,United States,Anglo-America,12,12.0,43ZyHQITOjhciSUUNPVRHc,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
